model_spec,source_model_spec,candidate_generator_model_spec,claim_id,target_family,source_mode,source_citation,label_basis,source_verdict,source_scoring_label,source_label_authority,source_result_path,synthetic_failure_family,known_negative_or_fragile_source,generated_candidate_count,candidate_count,unique_candidate_count,duplicate_candidate_count,valid_candidate_count,current_data_evaluated_count,blocked_candidate_count,supported_candidate_count,confirmed_candidate_count,selected_candidate_id,selection_reason,exploratory_confirmed_count,same_data_exploratory_confirmed_count,final_confirmed_count,contract_repair_supported_count,holdout_confirmed_count,any_supported_candidate_count,external_confirmed_count,same_underlying_data,excluded_evidence_used,external_evidence_used,excluded_evidence_query_count,excluded_evidence_status,evidence_freshness,analysis_non_identifiable_count,excluded_evidence_unavailable_count,execution_error_count,excluded_evidence_error_count,stopped_reason,transform_types,blocked_reasons,execution_errors,excluded_evidence_errors,final_labels,effective_final_labels
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_044,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_047,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;non_replicated,fragile;non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_048,normative_fmri,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;stronger_design,,,,non_replicated;non_replicated,non_replicated;non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_049,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;non_replicated,fragile;non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,normative_fmri_050,normative_fmri,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;non_replicated,fragile;non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q001,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q002,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,1,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,non_replicated,non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q003,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q004,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q005,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q006,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,6,2,2,0,0,0,2,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,proposal_validation_failed;proposal_validation_failed,,,,
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q007,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q008,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q009,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,1,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,fragile,fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q010,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q012,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q016,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,non_replicated,non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q020,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,6,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q022,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q023,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q025,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q029,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q030,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,1,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,fragile,fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q031,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q032,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q033,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q034,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,non_replicated,non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q035,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,1,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,fragile,fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q036,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,fixed_estimand;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q042,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q043,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q044,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q045,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;stronger_design,,,,non_replicated;fragile,non_replicated;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q046,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,non_replicated;fragile,non_replicated;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q047,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,1,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,non_replicated,non_replicated
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q048,adhd,llm_proposed,llm_proposed,llm_proposed,non_replicated,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,1,1,1,0,1,1,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design,,,,fragile,fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q049,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,adhd_q050,adhd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q001,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q002,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;narrower_outcome_family,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q003,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q004,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,narrower_outcome_family;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q009,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q011,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q012,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q013,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q014,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;fixed_estimand,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q015,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q016,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q017,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q018,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q019,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q020,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q021,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q022,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q023,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q024,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q025,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q026,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,moderator_or_subgroup;stronger_design,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q027,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q028,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q029,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
openai:gpt-5.5,openai:gpt-5.5,openai:gpt-5.5,asd_q030,asd,llm_proposed,llm_proposed,llm_proposed,fragile,candidate_unknown,,review-stage/confirm-gates-all-gpt55/combined_benchmark_results.json,,False,2,2,2,0,2,2,0,0,0,,,0,0,0,0,0,0,0,False,False,False,0,not_requested,unknown,0,0,0,0,no_supported_candidate,stronger_design;moderator_or_subgroup,,,,fragile;fragile,fragile;fragile
