claim_id,family,expected_gate,scoring_label,label_authority,final_label,exec_only,+confound,+power,+multiverse,+replication,n_discovery,n_replication,n_features,outcome,best_beta,best_p,best_standardized_effect,achieved_power,under_powered,multiverse_fraction_consistent,replication_passed,replication_reason,search_family_size,search_selection,confound_completeness_passed,confound_completeness_reason,synthetic_metadata,rationale
neg_p_fishing_hcp_aging_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,316,316,24,fc_fc_Cont_SalVentAttn_z_z,0.07794491384472849,0.1667109081168777,0.14689036709987202,0.7399708663622366,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""searched_feature_count"": 24, ""seed"": 1, ""selected_outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""top_discovery_features"": [{""beta"": 0.07794491384472849, ""n"": 316, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.1667109081168777}, {""beta"": -0.049433397089206584, ""n"": 316, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.20966008056431903}, {""beta"": 0.07281551256012728, ""n"": 316, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.22096875633116034}, {""beta"": 0.06546530260213769, ""n"": 316, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.40414046083853217}, {""beta"": -0.011375873243641983, ""n"": 316, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.4382851976660531}, {""beta"": -0.037394675058549265, ""n"": 316, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.4593630966249591}, {""beta"": -0.05591863420695903, ""n"": 316, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.5045188223347843}, {""beta"": -0.008293021783829166, ""n"": 316, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.5563489700700219}, {""beta"": -0.008010306912284795, ""n"": 316, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.5857975252609288}, {""beta"": 0.007532925065017328, ""n"": 316, ""outcome"": ""fc_fc_Cont_SalVentAttn"", ""p"": 0.6384045823670383}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.740, n_needed_80=365.7, ref_effect=none"
neg_random_label_hcp_aging_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,316,316,1,fc_fc_Cont_Cont_z_z,-0.06575247421736169,0.3949539977796359,-0.05859430079903446,0.1797407071715613,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""seed"": 2}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.180, n_needed_80=2288.0, ref_effect=none"
neg_site_confound_hcp_aging_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,316,316,1,fc_fc_Cont_Vis_z,0.5746370934592326,1.3670704202703424e-78,2.941238349029581,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_hcp_aging_s2,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,316,316,24,fc_fc_Cont_SomMot_z_z,-0.0448596772524419,0.255772007921017,-0.13942744160696605,0.6953256061184678,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""searched_feature_count"": 24, ""seed"": 2, ""selected_outcome"": ""fc_fc_Cont_SomMot_z_z"", ""top_discovery_features"": [{""beta"": -0.0448596772524419, ""n"": 316, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.255772007921017}, {""beta"": -0.014194571720225806, ""n"": 316, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.32857159617662446}, {""beta"": -0.01385654786492631, ""n"": 316, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.32917295591915163}, {""beta"": -0.010575283578461016, ""n"": 316, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.4671839952874015}, {""beta"": -0.05342626843906106, ""n"": 316, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.49128962784787233}, {""beta"": -0.03645585534233447, ""n"": 316, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.5498572070257328}, {""beta"": 0.02259343911522856, ""n"": 316, ""outcome"": ""fc_fc_Cont_DorsAttn_z"", ""p"": 0.5734549540324654}, {""beta"": 0.03569446229735741, ""n"": 316, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.5969501459057349}, {""beta"": -0.008251731454920839, ""n"": 316, ""outcome"": ""fc_fc_Cont_SalVentAttn"", ""p"": 0.5975708969605469}, {""beta"": -0.0070453027752049036, ""n"": 316, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.6168268738223466}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.695, n_needed_80=405.7, ref_effect=none"
neg_random_label_hcp_aging_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,316,316,1,fc_fc_Cont_Default,-0.01712532161394627,0.24333239660318187,-0.1449708203800484,0.7288168280243458,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.729, n_needed_80=375.4, ref_effect=none"
neg_site_confound_hcp_aging_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,316,316,1,fc_fc_Cont_Vis_z_z,0.7414321160975256,1.0632979782508028e-75,2.835942289764185,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_hcp_aging_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,316,316,24,fc_fc_Default_Default_z_z,-0.12276163495486843,0.16514737905590832,-0.17287085196547847,0.8651327817608782,False,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/HCP_Aging.parquet"", ""searched_feature_count"": 24, ""seed"": 3, ""selected_outcome"": ""fc_fc_Default_Default_z_z"", ""top_discovery_features"": [{""beta"": -0.12276163495486843, ""n"": 316, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.16514737905590832}, {""beta"": -0.06157596309795106, ""n"": 316, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.29847596275387756}, {""beta"": -0.013198484536114887, ""n"": 316, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.3514680357151495}, {""beta"": -0.07361213582399498, ""n"": 316, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.3921814569089238}, {""beta"": 0.030253037467005375, ""n"": 316, ""outcome"": ""fc_fc_Cont_Vis_z"", ""p"": 0.4452574506308743}, {""beta"": -0.011622292011997895, ""n"": 316, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.45330319334915115}, {""beta"": -0.010920367291808633, ""n"": 316, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.45925670073794134}, {""beta"": -0.051957725959345336, ""n"": 316, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.459261325510425}, {""beta"": 0.02883437032474814, ""n"": 316, ""outcome"": ""fc_fc_Cont_SalVentAttn_z"", ""p"": 0.47544573414992064}, {""beta"": -0.010613789977327082, ""n"": 316, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.47621543122229104}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_abide2_s1,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,386,386,1,fc_fc_Cont_Cont_z,-0.0142287034507067,0.7292992124533565,-0.08469120007477696,0.38216112884548625,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""seed"": 1}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.382, n_needed_80=1096.2, ref_effect=none"
neg_site_confound_abide2_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,386,386,1,fc_fc_Cont_Vis,0.25328057123438963,2.2562015211743647e-83,2.6490970248563595,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_abide2_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,386,386,24,fc_fc_Cont_SalVentAttn_z_z,-0.08091668802441553,0.1055952719251527,-0.17408698466633526,0.9267156297845057,False,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""searched_feature_count"": 24, ""seed"": 1, ""selected_outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""top_discovery_features"": [{""beta"": -0.08091668802441553, ""n"": 386, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.1055952719251527}, {""beta"": 0.06450081669683609, ""n"": 386, ""outcome"": ""fc_fc_Default_Default_z"", ""p"": 0.10892904463308736}, {""beta"": 0.058988708569287396, ""n"": 386, ""outcome"": ""fc_fc_Cont_Default_z"", ""p"": 0.1333884307984673}, {""beta"": 0.05754019722619603, ""n"": 386, ""outcome"": ""fc_fc_Cont_Limbic_z"", ""p"": 0.1526550014567852}, {""beta"": 0.05389732576891855, ""n"": 386, ""outcome"": ""fc_fc_Cont_SomMot_z"", ""p"": 0.15995294537675347}, {""beta"": 0.05643471649099934, ""n"": 386, ""outcome"": ""fc_fc_Cont_Cont_z"", ""p"": 0.16887132448016343}, {""beta"": -0.02036500271563571, ""n"": 386, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.17375568624891533}, {""beta"": -0.09034390864421914, ""n"": 386, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.18217533792710086}, {""beta"": 0.05007725719286597, ""n"": 386, ""outcome"": ""fc_fc_Cont_Vis_z"", ""p"": 0.18505160599603537}, {""beta"": 0.04990367666133544, ""n"": 386, ""outcome"": ""fc_fc_Cont_DorsAttn_z"", ""p"": 0.20644393645089615}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_abide2_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,386,386,1,fc_fc_Cont_Cont_z_z,0.009820923636189728,0.8929574487123414,0.009602078963153744,0.054066405152058176,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""seed"": 2}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.054, n_needed_80=85130.6, ref_effect=none"
neg_site_confound_abide2_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,386,386,1,fc_fc_Cont_Vis_z,0.631526462837179,1.9210285785853223e-92,2.8011480440593846,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_abide2_s2,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,386,386,24,fc_fc_Cont_Vis_z,0.09293148275278337,0.018968042200534135,0.2300593238078315,0.994593460170214,False,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""searched_feature_count"": 24, ""seed"": 2, ""selected_outcome"": ""fc_fc_Cont_Vis_z"", ""top_discovery_features"": [{""beta"": 0.09293148275278337, ""n"": 386, ""outcome"": ""fc_fc_Cont_Vis_z"", ""p"": 0.018968042200534135}, {""beta"": 0.09605502411352605, ""n"": 386, ""outcome"": ""fc_fc_Cont_Limbic_z"", ""p"": 0.02258660961277421}, {""beta"": -0.14868499416085781, ""n"": 386, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.02410047542312027}, {""beta"": 0.0899939128142688, ""n"": 386, ""outcome"": ""fc_fc_Cont_SomMot_z"", ""p"": 0.02551997959123266}, {""beta"": -0.10785437352820354, ""n"": 386, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.02929150515969151}, {""beta"": 0.0894280641244107, ""n"": 386, ""outcome"": ""fc_fc_Cont_Default_z"", ""p"": 0.030022451870728935}, {""beta"": -0.10786000488119701, ""n"": 386, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.03210411040970584}, {""beta"": 0.09155044213441973, ""n"": 386, ""outcome"": ""fc_fc_Cont_Cont_z"", ""p"": 0.032720618319557894}, {""beta"": 0.08850312970484979, ""n"": 386, ""outcome"": ""fc_fc_Cont_SalVentAttn_z"", ""p"": 0.033608428690445016}, {""beta"": -0.17137135719098306, ""n"": 386, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.03673827920599701}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_abide2_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,398,374,1,fc_fc_Cont_Default,4.186919264798951e-05,0.9975814755280894,0.004452314602841152,0.05089988590897679,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.051, n_needed_80=395947.0, ref_effect=none"
neg_site_confound_abide2_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,398,374,1,fc_fc_Cont_Vis_z_z,0.9134364537038101,5.2893774913905865e-99,2.9574152802533122,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_abide2_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,398,374,24,fc_fc_Cont_Cont_z_z,-0.13929152466447375,0.060760487519685887,-0.19219325162794706,0.9689084293062185,False,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ABIDE2.parquet"", ""searched_feature_count"": 24, ""seed"": 3, ""selected_outcome"": ""fc_fc_Cont_Cont_z_z"", ""top_discovery_features"": [{""beta"": -0.13929152466447375, ""n"": 398, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.060760487519685887}, {""beta"": -0.02570299618266665, ""n"": 398, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.06754336404786396}, {""beta"": -0.025125985400445673, ""n"": 398, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.07229292813013297}, {""beta"": -0.02567585087160766, ""n"": 398, ""outcome"": ""fc_fc_Cont_SalVentAttn"", ""p"": 0.08856446805684069}, {""beta"": -0.07976176178453862, ""n"": 398, ""outcome"": ""fc_fc_Cont_SalVentAttn_z_z"", ""p"": 0.10892009949231062}, {""beta"": -0.019108257664976043, ""n"": 398, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.16594719385699444}, {""beta"": -0.02038995917187244, ""n"": 398, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.17636628395395218}, {""beta"": -0.016556267101824923, ""n"": 398, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.21430460743269444}, {""beta"": -0.06003559233566083, ""n"": 398, ""outcome"": ""fc_fc_Cont_Limbic_z_z"", ""p"": 0.24296688503672662}, {""beta"": -0.08796632820216456, ""n"": 398, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.2634104831606791}]}","Failed gates: multiplicity, multiverse, replication; replication=non_replicated_effect_absent"
neg_random_label_adhd200_s1,random_label,multiplicity_or_replication,known_null,main,non_replicated,True,True,True,True,False,311,307,1,fc_fc_Cont_Cont_z,-0.11657396516402331,0.015562258211533387,-0.25524205858702453,0.994252713972206,False,1.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""seed"": 1}",Failed gates: replication; replication=non_replicated_effect_absent
neg_site_confound_adhd200_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,311,307,1,fc_fc_Cont_Vis,0.2883626367751997,3.019023657777938e-77,2.936422126704461,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_adhd200_s1,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,311,307,24,fc_fc_Cont_SomMot_z_z,-0.020592152280704473,0.6249300752808833,-0.04620743144471467,0.1283478583818613,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""searched_feature_count"": 24, ""seed"": 1, ""selected_outcome"": ""fc_fc_Cont_SomMot_z_z"", ""top_discovery_features"": [{""beta"": -0.020592152280704473, ""n"": 311, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.6249300752808833}, {""beta"": -0.03431775789735367, ""n"": 311, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.6445313226505012}, {""beta"": -0.02857835661967808, ""n"": 311, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.7223310084123182}, {""beta"": -0.0060798019311820925, ""n"": 311, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.7368876774206932}, {""beta"": -0.0058452232118927465, ""n"": 311, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.7457982810102055}, {""beta"": -0.005849020091071737, ""n"": 311, ""outcome"": ""fc_fc_Cont_SalVentAttn"", ""p"": 0.7519573543211125}, {""beta"": -0.0049515443337401835, ""n"": 311, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.7921429542777427}, {""beta"": 0.021420288989090798, ""n"": 311, ""outcome"": ""fc_fc_Default_Default_z_z"", ""p"": 0.8141083166582924}, {""beta"": -0.004629630489236657, ""n"": 311, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.8156868460799493}, {""beta"": 0.003386312078668484, ""n"": 311, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.8448782721238308}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.128, n_needed_80=3678.0, ref_effect=none"
neg_random_label_adhd200_s2,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,310,308,1,fc_fc_Cont_Cont_z_z,0.09376067487007225,0.25680112025294644,0.11817534884378571,0.545510896154744,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""seed"": 2}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.546, n_needed_80=563.9, ref_effect=none"
neg_site_confound_adhd200_s2,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,310,308,1,fc_fc_Cont_Vis_z,0.5960786443410366,7.224432398450587e-55,2.2381879929641464,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""seed"": 2, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_adhd200_s2,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,310,308,24,fc_fc_Cont_Default_z_z,-0.06928617071407872,0.20725469167251337,-0.0997464952021993,0.4172476805048759,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""searched_feature_count"": 24, ""seed"": 2, ""selected_outcome"": ""fc_fc_Cont_Default_z_z"", ""top_discovery_features"": [{""beta"": -0.06928617071407872, ""n"": 310, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.20725469167251337}, {""beta"": -0.056863001398641935, ""n"": 310, ""outcome"": ""fc_fc_Cont_Vis_z_z"", ""p"": 0.3210073512076564}, {""beta"": -0.016170953882669425, ""n"": 310, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.3629370827554289}, {""beta"": -0.07438789391337998, ""n"": 310, ""outcome"": ""fc_fc_Cont_Cont_z_z"", ""p"": 0.37291069507146224}, {""beta"": -0.016495904060168407, ""n"": 310, ""outcome"": ""fc_fc_Cont_Vis"", ""p"": 0.39659094272562867}, {""beta"": -0.014786712368189918, ""n"": 310, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.4161547927739955}, {""beta"": -0.06269436309049564, ""n"": 310, ""outcome"": ""fc_fc_Cont_DorsAttn_z_z"", ""p"": 0.4285263184326137}, {""beta"": -0.03385269138064549, ""n"": 310, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.43155671861873035}, {""beta"": -0.015151936279479496, ""n"": 310, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.43698319186195234}, {""beta"": -0.013687855849587215, ""n"": 310, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.46751722058659995}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.417, n_needed_80=790.8, ref_effect=none"
neg_random_label_adhd200_s3,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,308,310,1,fc_fc_Cont_Default,0.02007888168674138,0.24865652264957985,0.13900317423325292,0.6815045680690152,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""seed"": 3}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.682, n_needed_80=408.1, ref_effect=none"
neg_site_confound_adhd200_s3,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,308,310,1,fc_fc_Cont_Vis_z_z,0.804605128446459,9.03911640795497e-65,2.5765742068282895,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""seed"": 3, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
neg_p_fishing_adhd200_s3,p_fishing,search_provenance_multiplicity,known_null,main,fragile,False,False,False,False,False,308,310,24,fc_fc_Cont_Default,-0.012948800465942292,0.4585627426764076,-0.10090714183436587,0.422954053818473,True,0.0,False,non_replicated_effect_absent,24,discovery_only,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADHD200.parquet"", ""searched_feature_count"": 24, ""seed"": 3, ""selected_outcome"": ""fc_fc_Cont_Default"", ""top_discovery_features"": [{""beta"": -0.012948800465942292, ""n"": 308, ""outcome"": ""fc_fc_Cont_Default"", ""p"": 0.4585627426764076}, {""beta"": -0.03580640197556502, ""n"": 308, ""outcome"": ""fc_fc_Cont_Default_z_z"", ""p"": 0.5108757252671364}, {""beta"": -0.02679692256521881, ""n"": 308, ""outcome"": ""fc_fc_Cont_SomMot_z_z"", ""p"": 0.5127872277553456}, {""beta"": -0.012122933183574339, ""n"": 308, ""outcome"": ""fc_fc_Cont_SomMot"", ""p"": 0.5284637065566937}, {""beta"": -0.011138181042282867, ""n"": 308, ""outcome"": ""fc_fc_Cont_Cont"", ""p"": 0.531716437829085}, {""beta"": -0.01008356542074947, ""n"": 308, ""outcome"": ""fc_fc_Default_Default"", ""p"": 0.5392025555418222}, {""beta"": -0.011407254460747404, ""n"": 308, ""outcome"": ""fc_fc_Cont_SalVentAttn"", ""p"": 0.5448957551400566}, {""beta"": -0.010543304005858732, ""n"": 308, ""outcome"": ""fc_fc_Cont_Limbic"", ""p"": 0.5560634250428006}, {""beta"": -0.010772170738080903, ""n"": 308, ""outcome"": ""fc_fc_Cont_DorsAttn"", ""p"": 0.5570735297610525}, {""beta"": 0.02580487148272907, ""n"": 308, ""outcome"": ""fc_fc_Cont_Vis_z"", ""p"": 0.5579577965298609}]}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.423, n_needed_80=772.8, ref_effect=none"
neg_random_label_adni_fmri_s1,random_label,multiplicity_or_replication,known_null,main,fragile,False,False,False,False,False,644,631,1,fc_fc_Cont_Cont_z,0.04325305150561561,0.3328417562892211,0.07836262273355303,0.5102858402845372,True,0.0,False,non_replicated_effect_absent,1,preregistered,True,passed,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""seed"": 1}","Failed gates: multiplicity, power, multiverse, replication; replication=non_replicated_effect_absent; power=0.510, n_needed_80=1280.1, ref_effect=none"
neg_site_confound_adni_fmri_s1,site_confound,confound_completeness,known_null,main,fragile,True,False,False,False,False,644,631,1,fc_fc_Cont_Vis,0.4157542262483861,1.5534734051618848e-129,2.496908400837305,1.0,False,1.0,True,passed,1,preregistered,False,confound_incomplete,"{""cohort_path"": ""data/prepared_data/benchmark_ready/cohorts/ADNI_fMRI.parquet"", ""seed"": 1, ""site_source"": ""synthetic_median_split""}",Failed gates: confound_completeness; confound_incomplete
